百佳,將軍澳,厚德?,新界將軍澳厚德?厚德商場一樓123室,0730 - 2200,2704 7397,,,新界
百佳,屯門,寶怡花園,新界屯門寶怡花園商場地下15-20號,0800 - 2200,2463 2606,22.39083,113.972513,新界
百佳,屯門,卓爾居,新界屯門石排頭徑1號卓爾廣場2樓210號鋪,0800 - 2200,3549 6038,22.400403,113.973565,新界
百佳,屯門,富泰商場,新界屯門富泰商場一樓103鋪,0800 - 2230,2453 7100,22.413465,113.9833,新界
百佳,屯門,"龍門道,富健花園",新界屯門龍門道45號富健花園地下,0800 - 2200,2751 8278,22.382643,113.96587,新界
百佳,屯門,帝濤灣浪琴軒,新界屯門帝濤灣浪琴軒地庫2樓2號鋪,0900 - 2100,2565 7102,22.39083,113.972513,新界
百佳,屯門,海翠花園,新界屯門湖翠路168-236號海濱長廊 海翠花園    1樓34號鋪,0800 - 2200,2430 2350,22.372717,113.966088,新界
百佳,屯門,寶田?,新界屯門寶田?商場105鋪,0800 - 2200,2467 7376,22.39083,113.972513,新界
百佳,屯門,兆康苑,新界屯門兆康路2-22號兆康苑兆康商場1樓225號鋪,0800 - 2200,2464 2157,22.411962,113.977101,新界
百佳,屯門,兆麟苑,新界屯門兆麟苑商場13號,0800 - 2200,2441 5243,22.384592,113.976676,新界
百佳,屯門,新屯門中心,新界屯門龍門路55-65號新屯門中心3層161-165號鋪,0800 - 2200,2456 2040,22.381241,113.964383,新界
百佳,屯門,井財街,新界屯門井財街15號金銘大廈1樓B號鋪,0800 - 2200,2412 9281,,,新界
百佳,屯門,華都花園,"新界屯門屯利街1號華都花園3層2B-1B, 2B-1C, 2B-4, 2B-4A & 2B-5 號鋪",0800 - 2200,2404 1493,22.392344,113.978558,新界
百佳,屯門,仁愛堂賽馬會,新界屯門啟民徑18號仁愛堂賽馬會社區及體育中心地下,0830 - 2200,2459 6682,22.396449,113.975723,新界
百佳,屯門,良景?,新界屯門田景路31號良景商場四樓L414號鋪,0800 - 2230,2465 8773,,,新界
百佳,沙田,中文大學,新界沙田香港中文大學教職員中心地下,星期一至五：0830 - 2200星期六、日及公眾假期：0830 - 2100,2603 5432,22.420343,114.206741,新界
百佳,沙田,海景酒店,"新界沙田馬鞍山鞍駿街29號 海澄軒 - 海景酒店 L1, 3號鋪",1000 - 2100,2631 5739,22.426405,114.227315,新界
